code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
0000000058858	Organic Whole Cashews	2402	14.71	47.06	32.35	5.88	574	8.82	0.0381	0.01524	2.9	100	
0000000058964	Organic Pearl Quinoa	1778	17.5	6.25	75		425		0.0127	0.00508	7.5	0	
0000000060950	Chataignes d'aiguefonfe	849	28	18	44	0	203	0					
0000000063104	La jausiereine												
0000000069601	Fresh Organic Carrots	159	1.28	0	8.97	6.41	38	0	0.19558	0.078232	2.6	100	
000000009304	Biscuits	1954	5.7	24	56	29	467	16					
00000001	BreadAhead Doughnuts												
000000010193	Thé des mamans												
0000000101974	Preparation en poudre pour biscuit Genoise	1259	9.4	6	52	29	301	2.4	0.47	0.188			
0000000104722	Décors a parsemer	1536	0.6	0	91	82	367	0	0.1	0.04			
0000000105	Paleta gran reserva - Sierra nevada-												
0000000105019	Billes en chocolat	1908	4.7	15	74	58	456	9.1	0.38	0.152			
0000000125512	Stylo glaçage gris	2427	3	38	58	58	580	36	0.5	0.2			29
000000012753	Barre chocolat au lait praliné	1607	29.2	13.7	32.5	13.8	384	5.6	0.54	0.216			
0000000146937	Paupière de saumon et st jacques	611	12.8	9	3.7	0.25	146	1.3	0.73	0.292			
000000015710	Miel												
000000016144	Miel Corse BIO maquis d'été												
0000000200134	Barbe à papa	1657	0	0	99	99	396	0					
0000000200349	Mini muffins fourrés caramel 8+4GRT	1674	2.9	20	51	35	400	3.8	0.75	0.3			
0000000207102	Biscuit tigre bio												
0000000208598	Paris Brest chocolat												
000000021477													
000000022524	Huile d'olive de Nîmes vierge extra	3443	0	91.5	0	0	823	12.6	0.0025	0.001			6
0000000234													
000000024	McDonald's												
00000002472	Rite start kids & teens												
000000026064	Cookie choc nepita	2025	1.3	23	64	36	484	13	0	0	3.5		
000000026065	I ghjorni di biscotti								0	0			
0000000272681	Pop corn caramel	1929	3	14	80	37	461	1.5	0.04	0.016			
0000000274722	Blanquette de Volaille et son Riz	450	6.8	2.2	15.3	0.5		0.9	0.7	0.28	0.5	4.9	0
0000000274739	Raviolini au Fromage de chèvre et Pesto	455	4.4	4.2	12.5	1.4		2.1	0.6	0.24	1.8		2
0000000281591	Potage instantané champignon	1473	2.5	5.7	72.2	2	352	4.9	6.8	2.72			
0000000290616	Salade Cesar	1210	22	12	23	0	290	7	2.16	0.864	2	20	16
0000000303705	Le Craquant au Pineau des Charentes	1925	10	16	68	61	460	1.3	0.08	0.032			
000000030798	Alo Exposed	105	0	0	6	6	25	0	0	0			
0000000310	Huile d'olive persil ail												
0000000326612	BERLINGOTS saveur caramel	1644	0.2	0.5	97	71	393	0.4	0.31	0.124			
0000000331852													
0000000333	Tarta San Marcos	1188	3.1	11.2	42.8	24.3	284	9.3	0.23	0.092			
0000000338219	Broyé de la grande Aquitaine aux noix du sud-ouest	2264	6.4	31	59	22	541	16	0.58	0.232			22
0000000338226	Croc salé	2213	7.2	29	59	2.7	529	18	2.3	0.92			
0000000338271	15 petites galettes	2113	6.4	25	64	25	505	16	0.59	0.236			
0000000338448	Bon bombz jelly												
0000000339926	Pop corn chocolat	2004	4	20	69	59	479	11	1	0.4			
0000000340502													
0000000354	Huile d’olives basilic ail	3761	0	49	0	0	899	0	0	0			
0000000356	Huile d'olive vierge extra cuve magali	3443	0	92	0	0	823	12	0	0			6
0000000363	Tarta fresa	1188	3.1	11.2	42.8	24.3	284	9.3	0.09	0.036			
0000000394710	Danoises à la cannelle roulées	1520	4.79	14.4	54.1	28.1	363		0.922	0.369	2.05	0	
0000000467476	Comme j'aime	297	6.7	2.5	4.4	2.1	71	1.1	0.67	0.268			
0000000469	Miel de bruyère												
000000047381	Thé louis xiv	4	0.1	0	0.2	0	1	0	0	0			1
0000000477	Miel de lavande								0	0			
0000000482493	potage instantané tomate basilic	1460	3.4	0.3	80.7	13.8	349	0.1	5.6	2.24			
000000048817	Rucher du domaine national de chambord												
0000000491228	Entremets Crème Brulée	1952.4	6.8	15.3	75.5	69.8		11.2	0.5	0.2	0.1	0	2
0000000501033	Potage instantané 8 légumes	1381	3.1	0.5	75.9	4.4	330	0.09	5.1	2.04			
0000000502351													
0000000506632	petits légumes sauce provençale et riz	481	2.2	21	21.1	2.4	115	0.3	0.5	0.2			
000000058874662810	Lote jamón gran reserva navidul	1188	30	18	0.5	0.5	284	7	5	2			
00000006	Riz au lait	628	3.3	5.3	22	13	150	3.4	0.12	0.048			4
0000000620406	Bonbon fourres	4	1	1	1	1	1	1	1	0.4			
000000064079933414	Pechuga de pavo braseada	322	15	1	2	2	77	0.3	1.8	0.72			
000000064442	Sel aromatisé d'après Apicius												
0000000673358	Veggie Colin the Caterpillar	1329										0	
0000000811613	Dragées aux amandes	1770	3	7.3	85.4	85.4	423	0.6	0.02	0.008			
0000000811620	Dragee d amande	1770	3	7.3	85.4	85.4	423	0.6	0.02	0.008			
0000000944	Huile olives thym romarin	414	0	100	0	0	99	4	0	0			
0000001071894	Flute											0	
000000109879													
00000012	Test												
0000001360493	Feta and slow roasted tomato pasta	644	5.5	4.8	21	2.2	154	1.6	0.45	0.18			
0000001462	Confiture extra de pêche blanche	946	1	0	56.8	56	226	0	0	0			11
0000001471762	still Scottish water											0	
00000015	Gorgonzola												
00000017	barretta con cioccolato fondente e riso											0	
0000001798180	Fairtrade Ground Cinnamon											0	
000000180440	Bonne maman pâte à tartiner noisettes et cacao	2305	6	34	53	51	551	5	0	0			
0000001810158	Dragé Coeurs de chocolat argenté	1966	4.1	15	76	54	470	9.7	0.01	0.004			
0000001938067	Chaussons tressés aux pommes	1090	3.33	10.7	38.7	24.7	260	2	0.647	0.259	2	0	9
0000001964547	Yaourt myrtille	427	4.5	2.7	15	14	102	1.4	0.11	0.044			
0000001964578	Yaourt caramel beurre salé	565	4.2	4.5	20	20	135	2.3	0.18	0.072			
000000202586	Sucettes Fer de Lance	1623	0.5	0.5	97	70	388	0.1					
0000002117461	Dragées	1971	4.6	15	75	70	471	1.3	0.03	0.012			
0000002169385	Jus de Pomme	176	0	0	9.95	9.67	42	0					
0000002270548	Dessert lacte	556	3.5	6	19	11	133	2	0.1	0.04			
0000002328188	Ratatouille Bio	188	1.2	2.4	3.8	3.3	45	0.3	1.049	0.4196			
00000024	Croccante con pistacchi e miele	644	5	8.8	12.7	8.5	154	1.5	0	0		16.6666666666667	0
000000276182	PAIN EPAUTRE BIO												
000000290874	ficelle au saumon												
0000003000038													
0000003075647	Coeurs chocolat tte couleur	1966	4.1	15	76	54	470	9.7	0.01	0.004		0	
0000003301098	Mini cuchaule au beurre												
000000339023	Pavé jocondien												
0000003444009	Reese's Peanut Butter Cups	2125	10.2	30.5	55.9	50.8	508	11.9	0.9	0.36			
0000003551776	Les confiotes de mamie												
0000003720202	Coeur de chocolat etui	1966	4.1	15	76	54	470	9.7	0.01	0.004			
00000038	Pizza prosciutto	824	11	4.7	25	2.1	197	2.9	1.5	0.6			5
0000003905302	Tarte au Maroilles	1159	8.7	17.8	19.9	1.7	277	11.6	0.5	0.2			
0000003916407	Dragées Amandes Avola blanche	1971	4.6	15	75	70	471	1.3	0.03	0.012			
000000401000452212041252													
0000004302544	Pain Burger Artisan	1160	10	1.11	53.3	1.11	278	0.333	1.52	0.61	2.22	0	2
000000460522	Fiocchi di riso												
00000048	Acqua alla mandorla	201	1.8	4.4	0.6	0.6	48	0.52					
0000005	Katsuobushi (Dried and smoked bonito flakes)	1540	80.6	5.2	0.1	0.1	369	1.7	0.3	0.12		0	1
0000005013	Organic pesto alla genovese	2741	5.9	64.5	11.8	1	655	10.1	2.4	0.96			28
0000005014	Organic vegan pesto	2749	5.8000001907349	64.599998474121	12.199999809265	1	657	10	2.4000000953674	0.96000003814696			27
0000005015	Organic pesto with Tofu	2686	6.3	62.7	12.2	1	642	9.7	2.4	0.96			
0000005016	pesto	2318	8.2	53.2	11.7	0.5	561	9.6	2.7	1.08	1.3	33.885	24
0000005017	Organic black olives cream	1623	1.2	41.7	0.6	0.6	388	3.3	2.9	1.16			
0000005018	Crème d'Artichaut Bio Kazidomi	1104	1.9	27.4	1.8	0	268	3.9	2.7	1.08	3.5	80	11
0000005019	Organic walnut cream	2929	9.8	67.1	12.8	1	700	10	1.1	0.44			
0000005020	Pesto Rosso	1887	5.2	38.8	17.9	9.4	451	5.6	1.96	0.784			20
0000005029525	Pain de mie sans gluten	895	3.7	4.4	35.9	3	214	0.6	0.9	0.36			3
000000507503	Crème glacée noisette												
0000005200016	lentilles vertes											0	
00000055	Mangues séchées											0	
00000062	Abricots											0	
0000006293	Oeufs												
000000652734													
0000006638108	Miel												
0000007020254	Root Beer	213	0	0	14	0	51	0	1	0.4	0	0	12
0000007021015	Jus d'orange 33cl												
000000703400													
0000007707025	Palets au beurre												
0000007707032	Sables a la noix de coco	1941	7	16	71	24	464	8	0.76	0.304			
0000007730009	Biscuits sablés fourrage au cacao											7	
0000007760594													
0000007818707	A&w - Root Beer - 355ml	201	0	0	13.3	12.7	48	0	0.05	0.02		0	16
00000079	Medjools	349	2.0833333333333	0	21.527777777778	20.138888888889	83.333333333333	0	0.026041666666668	0.0104166666666672	2.0833333333333		
0000007933929	Nerds												
0000008237798	Quiche Lorraine	478	5.36	6.79	7.86	0.714	114	2.86	0.499	0.2	0.357	0	2
0000008240095	Pâté au poulet	751	33.9	10.2	16.6		180		0.735	0.294			
00000084	Miel de Lavande												
00000085546	free												
00000086	Fèves de cacao											0	
0000009125124	Compote de Pomme	1577	1.5	0.5	93	66	377	0.1	0.02	0.008		76	1
0000009336247	Bonbons acidulés Raisin Fraise	1674	0	0	93.3	93.3	400	0	0	0		0	14
0000009425033	Papas en Hojuelas												
0000009788	Baccala in olio extravergine d’oliva	778	28	8	0.5	0.5	186	1.3	2.3	0.92			
000001	Beinscheiben												
0000010064146	Chocolat de couverture noir	2314	7.4	39.1	37.5	32.6	553	23.8	0.04	0.016			
0000010064153	Chocolat de couverture lait	2368	6.7	36.7	51.3	50.4	566	22.5	0.79	0.316			
0000010064160	Chocolat de couverture blanc	2385	7.9	36.8	51.7	51.7	570	22.7	1.15	0.46			
0000010068175	Thé noir aromatisé violette et fleurs	17	0.1	0.1	0.1	0.1	4	0.1	0.001	0.0004		0	2
0000010068182	The noir aromatisé fruits rouges												
0000010068311	Thé noir aromatisé vanille-chocolat												
0000010090206	Thé de Noël aromatisé orange-cannelle											7.5	
0000010109052	Colorant alimentaire												
0000010109083	Colorant alimentaire												
0000010119587	Pépite de chocolat blanc	2092	6.8	31.2	58.9	58.9	500	19.3	0.99	0.396			
0000010127735	Sirops pour ganache macarons											0	
0000010150917	Feutre alimentaire noir											0	
0000010153130	Colorant alimentaire rouge												
0000010153178													
0000010166352	Glaçage fondant	1443	0	1	86	75	345	0.5	0	0		0	
0000010166390	Glaçage fondant	1456	0	1	86	75	348	0.5	0	0			
0000010166444	Glaçage fondant												
0000010166604	Pate d'amandes	1749	4.29	10.41	77.68	70.54	418	0.79	0.21	0.084			15
0000010166611	Pate d'amandes	1736	4.26	10.34	77.13	70.04	415	0.79	0.21	0.084			
0000010166697	Pâte d'Amandes	1732	4.2	10.29	77.02	69.97	414	0.77	0.21	0.084		41.4	15
0000010178416	Stylo déco rouge sang	1054	0	0	63	0	252	0	0	0			
0000010179413	Preparation mug cake chocolat-caramel au beurre salé	1632	7	7	70	42	390	4.5	0.975	0.39	0	0	
0000010184110	Maïs popcorn												
0000010187319	Mini Confettis	1753	0.6			87.7	419	0.8	0.01	0.004	0.9		
0000010194218	Pâte à sucre rouge	1720	0.03	6.42	87.86	81.67	411	3.53	0.1	0.04			
0000010195109													
0000010203668	Colorant alimentaire	2142	0	0.25	0	0	512	0.02	0	0			
0000010205648	Colorant Alimentaire Rouge velours en spray	3276	0.66	86.67	0.12	0	783	53.04	0.85	0.34			
0000010205655	Colorant alimentaire velour marron	2879	0.45	76	0.08	0	688	46	0.25	0.1			
0000010205679	Colorant alimentaire bleu velours en spray	3012	0	80	0	0	720	48.96	0.25	0.1	0	0	
0000010206515	Pâte à Sucre	1720	0.03	6.42	87.86	81.67	411	3.53	0.1	0.04	0	0	18
0000010207260	Praliné Amande Et Noisette	2406	9.5			50.3	575	2.9	0.003	0.0012	3.9		
0000010210222	Œuf chocolat lait praliné	209	5.8	31	57	55	50	14	0.15	0.06			
0000010210260	Chocolat de couverture noir	2301	5.7	36.7	45.1	41.3	550	22.4	0.02	0.008			
0000010211656	Stylo glaçage blanc	2427	3	38	58	58	580	32	0.5	0.2			
0000010211670	Stylo glacage	2427	3	38	58	58	580	32	0	0			
0000010211687	Stylo glaçage rose	2427	3	38	58	58	580	32	0.5	0.2	0	0	
0000010211694	Stylo glaçage bleu												
0000010212165	Spray Alimentaire Paillette Dorees	1088	0	0	67	65	260	0	0	0			
0000010215265	Alice Délice pépites chocolat lait	2205	7.5	30.1	56.7	55.7	527	18.6	0.22	0.088			
0000010216385	Pâte à sucre	1644	0	4.8	87.1	84.7	393	3.3	0.12	0.048			
0000010216422	Pâte à sucre	1644	0	4.8	87.1	84.7	393	3.3	12	4.8			
0000010216439	Pâte à sucre	1644	0	4.8	87.1	84.7	393	3.3	0.12	0.048			
0000010216453	Pâte à sucre orange												
0000010216477	Pate a sucre	1644	0	4.8	87.1	84.7	393	3.3	0.12	0.048			17
0000010216491	Pâte à sucre	1644	0	4.8	87.1	84.7	393	3.3	0.12	0.048			17
0000010216514	Pate a sucre Alice Delice	1644	0	4.8	87.1	84.7	393	3.3	0.12393	0.049572			
0000010217610	Décors sucrés	1640	1.5	0	96.5	96.2	392	0	0	0	0	0	
0000010217627	Décros sucrés	1640	1.5	0	96.5	96.5	392	0	0	0		0	
0000010217689	Preparation biscuits nature	1962	3.2	23	62	23	469	0.6	0.4	0.16			
0000010217702	Preparation biscuits cacao/noisette	1803	3.6	24	49	20	431	13	0.4	0.16		0	
0000010218334	CHOCOLAT LAIT 50%	2431	8.21	43.04	38.13	36.29	581	26.27	0	0			
0000010218341	Chocolat lait noisette	2460	7.52	40.92	45.32	43.67	588	23.64	0.7	0.28		4	
0000010218396	Chocolat noir Irish whisky	2218	7.16	40.4	28.74	24.61	530	24.74	0.75	0.3			
0000010277553	Pop corn												
0000010363645	Pâte à tartiner Lait Noisette Pétillant	2322	8	34	51	44	555	3					
0000010454602	Pâte à tartiner Noir noisettes pistache	2368	7.4	38	44	41	566	2.6	0.01	0.004			
0000010463031	Multigrain Ciabatta Buns												
0000010594001	Fondant au chocolat	1920	5.8	18	66	50	459	7.7	0.09	0.036			
0000010594049	Carrot cake	1586	5.1	3.4	80.6	53.9	379	0.5	0.24	0.096			
0000010660324	Crêpes maison	1540	10	2.1	75	15	368	0.3	0.24	0.096			
00000111111	blabblub	464	12	222	222	12	111						
00000114	Crackers ai cereali antichi	1188	8.81	8	36.73	3.25	283.83	2.36	1.05	0.42			
00000116	Minigallette con chia e quinoa	331	3	0.9	14	0.2	79	0.2			1.4		
0000012000005	Jambon de porc Manex	1180	29	15	0.5	0.1	282	6.2	2	0.8			
0000012167005	Brioches roulées avec raisins	536	7	6	50	19	128	1	0	0	1	0	0
0000012269518	Chocolat noir amandes caramelisées	2297	9	37	39	36	549	20	0.06	0.024		0	
0000012345878	เล็บมือนาง (ตีนไก่ )											0	
000001246761	Df												
00000127	Miel de lavande												
0000012741	Lardo di Colonnata IGP	3397	0.98	89.6	0.36	0.02	812	40.19	0.362	0.1448	0		
0000013000004	Kochspeck												
00000131	Confiture de fraise mara des bois	0	0	0	58	58	0	0	0	0			9
0000013631062	Hot Dog Relish												
0000014326133072	Steak haché de boeuf bio												
0000014521	Madagascar Bourbon Pure Vanilla Extract												
00000147	Pan	1004	8.3	1.6	47	0.2	240	0.3	1.14	0.456		0	2
000001606	Cheddar fries												
0000017098800	Cassoulet à la graisse d’oie												
00000178	Dattes Mejdoul	1335	2	0	73	70	315	0	0.03	0.012	7.5	0	8
00000185	Biscuits	2138	7.9	24.6	63.3	35.4	511	11.5	0.547	0.2188			
0000018568011	Chocolat	2330	10	38	44	43	557	19	0.23	0.092			
0000018927207	Tripoux	1682	4.3	5.2	2.4	1.9	402	0.4	10	4			15
0000019337470													
0000019812236	Hachis parmentier	632	11	7.2	10	1.8	151	3.5	1.4	0.56			
0000020001605	Confiture pommes-mûres	1013	0	0	60	59	242	0	0	0			
0000020004552	Côtes du Rhône Villages 2014											0	
0000020039127	Butter Croissants	1523	7.79	16.88	44.16	5.19	364	10.39	1.08966	0.435864	1.3	0	
0000020039707	Wild Blueberry Muffins	1548	6.48	15.74	47.22	25.93	370	3.7	0.72898	0.291592	0.9	0	
0000020042509	Bolillos	1159	9.57	4.26	51.06	2.13	277	0.53	1.27	0.508	2.1	0	
0000020043070	Biscuit	1452	8	20	33.33	2.67	347	10.67	1.4224	0.56896	1.3	0	
0000020043087	Biscuit	1339	5.33	16	38.67	9.33	320	9.33	1.15062	0.460248	1.3	0	
0000020043124	Oatmeal Raisin Cookie	1778	3.54	17.7	61.95	37.17	425	8.85	0.56134	0.224536	1.8	0	
0000020043131	Sliced Plain Bagel	1527	12.94	1.18	71.76	4.71	365	0	1.19634	0.478536	2.4	0	3
0000020044015	Scone	1920	3.53	25.88	52.94	30.59	459	15.29	0.4191	0.16764	2.4	0	
0000020044480	Belgian Vanilla Waffle	2067	8.24	22.35	67.06	28.24	494	9.41	1.70434	0.681736	2.4	0	
0000020045616	Seasonal Cookie Platter	1866	3.57	21.43	60.71	35.71	446	8.93	0.68072	0.272288	1.8	0	
0000020045791	Muffin	1749	5.88	21.76	51.76	32.94	418	5.29	0.6731	0.26924	2.4	0	17
0000020045807	Muffin	1477	6.47	15.88	45.88	25.88	353	2.94	0.762	0.3048	1.2	0	
0000020046255	Freshly Baked Italian Loaf	941	7.14	0	42.86	0	225	0	1.36144	0.544576	1.8	0	
0000020046576	Freshly Baked Apple Pie	1155	1.63	13.82	39.02	23.58	276	6.5	0.47498	0.189992	1.6	8.33333333333333	
0000020047108	Snickerdoodle Cookies	1866	3.57	21.43	60.71	32.14	446	8.93	0.99822	0.399288	1.8	0	
0000020047818	Freshly Baked In Store Cherry Turnover	1674	4.71	22.35	45.88	18.82	400	11.76	0.77724	0.310896	1.2	0	
0000020047825	Apple Turnover	1623	4.71	22.35	42.35	15.29	388	11.76	0.80772	0.323088	2.4	0	18
0000020048174	Pineapple Coconut Muffins	1665	6.48	18.52	52.78	32.41	398	4.63	0.8001	0.32004	0.9	0	
0000020048358	Assorted Strudel Bite	1569	1.79	21.43	48.21	21.43	375	10.71	0.40894	0.163576	1.8	0	
0000020048402	Freshly Baked Chocolat Croissant	1812	8.33	23.33	45	11.67	433	13.33	1.05918	0.423672	1.7	0	
0000020048556	Cornbread	1632	6.78	18.64	50.85	22.03	390	3.39	0.81788	0.327152	1.7	0	
0000020049010	La Brea Bakery Ciabatta Loaf Freshly Baked In Store	1176	8.77	3.51	52.63	0	281	0	1.78308	0.713232	1.8	0	
0000020179311	Al-Seedawi	2686	30	50	18	0	642	9	0	0	6	0	
0000020310394	Crema de leche	1297	6	13	41	37	310	9.5	0.19	0.076			
0000020317713													
0000020317744													
0000020317751													
000002036	Renuvo												
0000020364373	Zumo de Piña												
0000020405182	Clyde and the caterpillar cake	1749	4.2	17	61	46	418	10	0.43	0.172			
0000020424640	Belgische Pralinen	2257	4.7	33.3	53.8	51.5		21.1	0.09	0.036		0.15	26
000002044503	Belgian Choc Chip Waffle	2117	8.24	22.35	68.24	29.41	506	9.41	1.70434	0.681736	2.4	0	
000002046231	Chocolate Scone	2912	5.36	39.29	80.36	46.43	696	23.21	0.635	0.254	3.6	0	
00000208													
0000020928605	Foie gras de canard entier du sud-ouest	2029	9.2	48.2	4.4	0.9	485	20	1.46	0.584			22
0000020930042	Jus d'orange 25cl												
00000215	Riso rosso	724	8.8	1.9	26.2	3.2	173	0.3	1.22	0.488			
0000022004314	Confiture de fraises et griottes												
0000022485670	Boule de pain	1184	8.3	1.1	59	2.9	283	0.2	1.6	0.64			
0000022485687	Boule tranchée	1184	8.3	1.1	59	2.9	283	0.2	1.6	0.64			
0000022485977	Pain complet tranché	1042	9.1	1.2	48	2.2	249	0.3	1.1	0.44			
0000022486004	PAIN AU SON	849	7.3	1.1	38	1.2	203	0.2	1.2	0.48			
0000022486240	Pain de mie												
0000022609281	Gros pain	1184	8.3	1.1	59	2.9	283	0.2	1.6	0.64			
0000022683489	Couronne des rois	1602	8.7	13	57	15	383	7.8	1.3	0.52			
0000023006232	Baguette Cereale												
0000023019027	Donuts fourrage vanille	1427	4.3	17	43	14	341	9.9	0.89	0.356			19
0000023045934	Pain seigle												
0000023045965	Eclairs choco X2	1159	3.5	15	31	19	277	4.3	0.46	0.184			
0000023051577	Pain												
0000023149090	Baguette	0	0	0	0	0	0	0					
0000023375734	Donut's nature sucre	1745	6.1	24	44	17	417	10	1.7	0.68			24
00000235577	Pâre à tartiner noisettes et cacao	2305	6.7	34	53	51	551	5.2	0.1	0.04	3.3		
0000023709447	mini doony's chocolat x8											0	
0000023843813	Maxi pain au chocolat	1749	7.4	23	44	12	418	15	1.2	0.48			
00000239	Bun's								0.38	0.152			
0000024089517	hrenovka za pečenje na žaru hofer											0	
0000026061993	Clémentines												
0000026280	Nuez chilena	2736	15.2	65.2	13.7	0	654	2.6	2	0.8			
000002663923													
0000027172056	PAINS CHOCO AOP X 5	1824	7.9	27	40	12	436	13	0.82	0.328			
0000027172087	Torsade chocolat x4	1301	4.9	15	38	16	311	9.7	0.92	0.368			
0000027249635	Plain bagels	1151	9.4	1.5	55	5.1	275	0.2	0.61	0.244			1
0000027262832	Crêpe fabrication maison	1013	6.5	8.4	35	16	242	4.3	0.46	0.184			
0000027533000												36	
0000027533024	Luxury Christmas Pudding	1284	3.9	7	54.2	44		3.6	0.2	0.08	4.7	30.1	11
0000027533048	Luxury Christmas Pudding	1284	3.9	7	54.2	44		3.6	0.199898	0.0799592	4.7	30.1	11
000002850724	Pain aux noix												
0000029035175	Schoko Duo	2090	7.14	24.3	62.9		500						
0000029066926	Kartoffelpüree (zubereitet)	268	1.9		11.8	1.2	64		0.667	0.267			
00000291	Mendiants - Studentenhaver	1828	8	19.7	55.2	50.09	437	1.7	0.05	0.02			16
00000300	Jus de pomme	180	0.10000000149012	0	10.699999809265	10.10000038147	43	0					
0000030005501	From.fond.ste Creme 23%MG	1125	14	83	1.6	1.6	269	16	2	0.8			
0000030053014	Pastille Vichy	1046	0	0	95	0	250	0	0	0	0	0	3
00000303	Tisane nerf - sommeil											0	
000003051570	Critical hash												
00000314	Tisana	4	0.1	0	0.2	0	1	0	0	0			
00000321	Noix du Brésil											0	
0000034054086	Kitkat White Wafers	920	2	12	27	19	220	8	0	0			13
0000034152010	Reese's sticks	920		35	23	5	220	32	0.7	0.28	23	0	
0000034163078	Big cup	2092	10	31	57	50	500	10	15	6			
0000034239094	Cookies 'n' creme	2142	7	27.9	60.5	44.2	512	16.3	0.6	0.24			
0000034248010	Reese's	444	5	22	22	22	106	8	0.6	0.24			
0000034311158	Thé vert s’enchaîne bio												
0000034440094	Reese's 2 Peanut Butter Cups	2092	11.9	31	57.1	50	500	10.7	2.2	0.88		0	
00000345	Crousti de volaille bio	916	16	8.5	19	0.9	219	1	1.1	0.44			
0000035000020	Céleri Rémoulade	607	2	13	3.5	2	145	1	0.8	0.32			3
00000369	Queso cabra	1406	19.7	27.7	1.9	0.12	336	16.6	1.9	0.76			
0000037116026	Physalis	1105	6.8	8.4	62.5	40.3	264	0.2	1	0.4			
0000038010702100024400	Fettarme rote Griller	326	12	2.4	2	2	78	1.4	2.4	0.96			
00000383	2 no chicken kievs	925	8.3	13.5	14	1.1	221	4.5	0.52	0.208	5.2		-2
0000040018478	Lapin en morceaux												
0000040106342	Croissant	1602	6.8	21	40	6.9	383	14	0.91	0.364			
0000040122250	37CL Cornichons Aigre Doux Kuhne	126	0.9	0.2	4.9	4.7	30	0.1	1.6	0.64	0	0	
0000040122274	Cornichons Aigres-doux Recette Paysanne - Kûhn								0	0			
0000040122878	Cornichons à La Russe Kühne 970 G (530 G égoutté)	109	0.9	0.2	4	3.8	26	0.1	1.3	0.52			
0000040144078	M&M's Peanut Butter	2360	0	30.5	51.6	51.6	563	18.8	2.23	0.892	0	0	36
00000406	Francais	105	5	5	85	5	25	1	8	3.2			
0000040608754	Pepsi, Nouveau goût !	177	0	0	10.4	10.4		0	0.0254	0.01016	0	0	13
0000040694078	Milky Way Simply Caramel												
0000041008867	Pain mais et graines de tournesol	1180	10.3	4.6	47.6	3.3	282	0.5	1.46	0.584			
00000413	Jamon gran reserva	1335	28.8	11.8	0.8	0.28	319	7.8	2.13	0.852			
0000042005902	Pain fantaisie												
0000042116424	Fuzetea schwarzer Tee Zitrone												
0000042116455	Fuzetea schwarzer Tee Pfirsich												
0000042188889													
00000444	Madalena de Almendra								0	0			
0000045097126	supa												
00000457	Melange de noix - Nuts mix 500 gr												
000004595													
00000475	Miel de flores de Montaña	1418	0.39	0.1	83	70	339	0					
0000050157112	Heinz Firecracker Sauce 220Ml	285	0.6	0.2	25.2	21.5	68	0.1	1.5	0.6			
0000050157228	Salad cream	1226	1.3	23.5	18.5	17	293	1.8	1.5	0.6			
0000050157846	Heinz Squeeze Sauce Salade Cream	1226	1.3	23.8	18.5	17	293	1.8	1.7	0.68		0	14
0000050172474	Ginger Extra Jam	1113	0.1	0	65.9	59	266	0	0.1	0.04		0	
0000050183364	Fine Cut Marmelade - L. Roses & Co LTD - 454G	1088	0.2	0	64.8	64.8	260	0	0	0	0	20	
0000050214211	Duerr's Marmelade Morceaux Fins Orange	1247	0.5	0.1	71.9	65	298	0	0.03	0.012	3.9	0	
0000050214228	Marmelade classique a l'orange	1088	0.6	0	62	56	260	0	0.03	0.012			
0000050413201	Naturally Flavored Beverage Enhancer With Other Natural Flavors	0	0	0	0	0	0		2.38252	0.953008		48	
0000050457540	Heinz Burger Sauce 220Ml	1707	1.7	37	17	12	408	4	2.2	0.88	0.2	0	19
0000050457908	Sauce Sandwich Spread	916	0.9	13	23.7	20.8	219	1	2	0.8			
0000050824939	Pot 100G Moutarde Anglaise Colman	816	6.8	12	13	0.7	195	12	8.5	3.4			
0000050985098	HALLS Extra Strong	1640										0	
00000536	Natural Honey Wildflower					0		0					
00000543	Amandes												
0000054491472	Coca Cola	180										0	
0000054491496	Diet Coke	1										0	
0000054492790	Blle Pet 50CL Coca Cola Cherry	180	0	0.1	10.7	10.7	43	0.0001	0	0		0	14
00000550	Krautsalat											20	
00000567	Nuggets de volaille bio	1013	13	12	20	0.6	242	1.9	1.2	0.48			
00000570	Mix Energie Superfood											0	
0000057023397	mini mints	0	0.1	0.1	97	0	0	0.1	0	0			
00000572	Couscous Complet								0	0			
0000059948544000450	Huevo gigante Nestlé 200g												
00000622	Chips de banane												
00000623	Amandes enrobées de chocolat	2452	9.3	42.5	37.8	32.7	586	32.7	0.02	0.008			
00000625	Chips de banane												
00000628	Baba ghannouj												
00000632	Risotto royal	1439	8.6	0.8	74.7	1.1	344	0.1					
00000633	Flocons d'epeautre	1460	13.3	2.6	64	1	349	0.2	0.03	0.012			
00000636	Flocons quatre graines	1498	13	3.5	72.2	0.9	358	0.6	0.01	0.004	14.2	0	-6
000006385	Monuka honig					0		0					
00000639	Granola Agave & Miel	1753	11.9	15.4	56.3	10.1	419	2.7					
0000064122382100019800	Schwarzwälder Schinken	1121	28	17	1.3	1	268	7					
0000064402811091	Becks blue												
0000066068938	Coeurs coulants au chocolat	1536	5.6	20	40	35	367	14	0.1	0.04			
